id,name,definition
DOID:0070639,mirror movements 3,A congenital mirror movement disorder that has_material_basis_in homozygous mutation in the DNAL4 gene on chromosome 22q13.
DOID:0070640,hereditary spastic paraplegia 18A,A hereditary spastic paraplegia 18 that has_material_basis_in heterozygous mutation in the ERLIN2 gene on chromosome 8p11.
DOID:0070641,hereditary spastic paraplegia 18B,A hereditary spastic paraplegia 18 that has_material_basis_in homozygous mutation in the ERLIN2 gene on chromosome 8p11.
DOID:0070642,hereditary spastic paraplegia 72B,A hereditary spastic paraplegia that has_material_basis_in compound heterozygous mutation in the REEP2 gene on chromosome 5q31.
DOID:0070643,hereditary spastic paraplegia 91,A hereditary spastic paraplegia that has_material_basis_in heterozygous mutation in the SPTAN1 gene on chromosome 9q34.
DOID:0070644,hereditary spastic paraplegia 92,A hereditary spastic paraplegia that has_material_basis_in homozygous or compound heterozygous mutation in the FICD gene on chromosome 12q23.
DOID:0070645,hereditary spastic paraplegia 93,A hereditary spastic paraplegia that has_material_basis_in homozygous or compound heterozygous mutation in the NFU1 gene on chromosome 2p13.
DOID:0070646,hereditary spastic paraplegia 30B,A hereditary spastic paraplegia 30 that has_material_basis_in homozygous mutation in the KIF1A gene on chromosome 2q37.
DOID:0070647,hereditary spastic paraplegia 30A,A hereditary spastic paraplegia 30 that has_material_basis_in heterozygous mutation in the KIF1A gene on chromosome 2q37.
DOID:0070648,cherubism,A bone resorption disease characterized by replacement of bone in the jaws with fibrous tissue leading to facial swelling.
DOID:0070649,cherubism 2,A cherubism that has_material_basis_in homozygous mutation in the OGFRL1 gene on chromosome 6q13.
DOID:0070650,Ramon syndrome,"A syndrome characterized by cherubism, gingival fibromatosis, epilepsy, mental deficiency, hypertrichosis, and stunted growth."
DOID:0070651,neurodevelopmental disorder with seizures and gingival overgrowth,"A syndrome characterized by a variable phenotype primarily including seizures, gingival overgrowth, a prominent mandible or cherubism, and mental deterioration that has_material_basis_in homozygous or compound heterozygous mutation in the TBC1D2B gene on chromosome 15q24. Other more variable features include coarse facial features, optic atrophy, sensorineural hearing loss, ataxia, hypotonia, delayed development or developmental regression, cerebellar or cerebral atrophy, and enlarged brain ventricles."
DOID:0070652,Nil-Deshwan neurodevelopmental syndrome,"A syndrome characterized by a range of congenital anomalies and central nervous system dysfunction, including global developmental delay, feeding difficulties, hypotonia, and impaired intellectual development that has_material_basis_in heterozygous mutation in the DOT1L gene on chromosome 19p13."
DOID:0070653,Fliedner-Zweier syndrome,"A syndromic intellectual disability characterized by variable manifestations including mild intellectual disability, seizures, behavioral abnormalities, and skeletal and structural anomalies that has_material_basis_in heterozygous mutation in the SCAF4 gene on chromosome 21q22."
DOID:0070654,desmosterolosis,"A lipid metabolism disorder characterized by multiple congenital anomalies, developmental delay, intellectual disability, and elevated levels of the cholesterol precursor desmosterol that has_material_basis_in homozygous or compound heterozygous mutation in the DHCR24 gene on chromosome 1p32."
DOID:0070655,Usher syndrome type 1B,An Usher syndrome type 1 that has_material_basis_in homozygous or compound heterozygous mutation in the MYO7A gene on chromosome 11q13.
DOID:0070656,hamartoma syndrome,A syndrome characterized by the presence of multiple benign growths called hamartomas and an increased risk of cancer.
DOID:0070657,congenital variant of Rett syndrome,"A pervasive developmental disorder characterized by microcephaly, developmental delay, severe cognitive disabilities, early-onset dyskinesia and hyperkinetic movements, stereotypies, epilepsy, and cerebral malformation that has_material_basis_in heterozygous mutation in the FOXG1 gene on chromosome 14q13, encoding forkhead box protein G1."
DOID:0070658,alcohol-associated liver disease,A liver disease resulting from excessive alcohol intake.
DOID:0070659,alpha-gal syndrome,"An allergic disease that is triggered by galactose-alpha-1,3-galactose (alpha-gal). Sensitization usually results from a tick bite. Symptoms most often appear 2-6 hours after eating mammalian meat but may also be triggered by mamalian-derived products."
DOID:0070660,Lafora disease 1,A Lafora disease that has_material_basis_in homozygous or compound heterozygous mutation in the EPM2A gene on chromosome 6q24.
DOID:3462,hamartoma,A benign neoplasm characterized by disorganized tissue formed by a mixture of cells native to a particular anatomical location.
