id,name,definition
DOID:0081433,Peroxisome biogenesis disorder 4B,"A peroxisomal biogenesis disorder that is characterized by the overlapping phenotypes of neonatal adrenoleukodystrophy and infantile Refsum disease and that has_material_basis_in homozygous or compound heterozygous mutation in the PEX6 gene on chromosome 6p21.1, or overexpression of a heterozygous mutation in PEX6 due to allelic expression imbalance resulting from a polymorphism on the mutant allele in the PEX6 3-prime UTR."
DOID:0081434,Peroxisome biogenesis disorder 5B,A peroxisomal biogenesis disorder that is characterized by the overlapping phenotypes of neonatal adrenoleukodystrophy and infantile Refsum disease and that has_material_basis_in homozygous or compound heterozygous mutation in the PEX2 gene on chromosome 8q21.
DOID:0081435,Peroxisome biogenesis disorder 6B,A peroxisomal biogenesis disorder that is characterized by the overlapping phenotypes of neonatal adrenoleukodystrophy and infantile Refsum disease and that has_material_basis_in compound heterozygous mutation in the PEX10 gene on chromosome 1p36.
DOID:0081436,Peroxisome biogenesis disorder 7B,A peroxisomal biogenesis disorder that is characterized by the overlapping phenotypes of neonatal adrenoleukodystrophy and infantile Refsum disease and that has_material_basis_in homozygous or compound heterozygous mutation in the PEX26 gene on chromosome 22q11.21.
DOID:0081437,Peroxisome biogenesis disorder 8B,A peroxisomal biogenesis disorder that is characterized by the overlapping phenotypes of neonatal adrenoleukodystrophy and infantile Refsum disease and that has_material_basis_in homozygous mutation in the PEX16 gene on chromosome 11p11.
DOID:0081438,Peroxisome biogenesis disorder 9B,A peroxisomal biogenesis disorder that is characterized by the overlapping phenotypes of neonatal adrenoleukodystrophy and infantile Refsum disease and that has_material_basis_in homozygous or compound heterozygous mutation in the PEX7 gene on chromosome 6q23.
DOID:0081439,Peroxisome biogenesis disorder 11B,A peroxisomal biogenesis disorder that is characterized by the overlapping phenotypes of neonatal adrenoleukodystrophy and infantile Refsum disease and that has_material_basis_in homozygous mutation in the PEX13 gene on chromosome 2p15.
DOID:0081440,Peroxisome biogenesis disorder 10B,A peroxisomal biogenesis disorder that is characterized by the overlapping phenotypes of neonatal adrenoleukodystrophy and infantile Refsum disease and that has_material_basis_in compound heterozygous mutation in the PEX3 gene on chromosome 6q24.
DOID:0081441,Nicolaides-Baraitser syndrome,"A syndrome that is characterized by severely impaired intellectual development, early-onset seizures, short stature, dysmorphic facial features, and sparse hair and that has_material_basis_in heterozygous mutation in the SMARCA2 gene on chromosome 9p24."
DOID:0081442,blepharophimosis-impaired intellectual development syndrome,A syndrome that is characterized by a distinct facial appearance with blepharophimosis and global development delay and that has_material_basis_in heterozygous mutation in the SMARCA2 gene on chromosome 9p24.
DOID:0081443,Stolerman neurodevelopmental syndrome,"A syndrome that is characterized by developmental delay, often with motor and speech delay, mildly impaired intellectual development (in most patients), learning difficulties, and behavioral abnormalities, including autism spectrum disorder and that has_material_basis_in heterozygous mutation in the KDM6B gene on chromosome 17p13."
DOID:0081444,neurodevelopmental disorder with poor growth and behavioral abnormalities,"An autosomal recessive intellectual developmental disorder that is characterized by global developmental delay, moderately to severely impaired intellectual development, often with absent speech, and behavioral abnormalities, including hyperactivity, short attention span, and ADHD and that has_material_basis_in homozygous or compound heterozygous mutation in the ATP9A gene on chromosome 20q13."
DOID:0081445,sickle cell disease,"A blood protein disease that is characterized by chronic hemolytic anemia and intermittent vaso-occlusive events that result in tissue ischemia leading to acute and chronic pain as well as organ damage that can affect any organ system, resulting from the replacement of one of the beta-globin subunits in hemoglobin with atypical hemoglobin molecules called hemoglobin S which can distort red blood cells into a sickle or crescent shape. Sickle cell disease subtypes should include a detailed genotypic description for the hemoglobin molecules (e.g., Hb S/S, Hb S/C, Hb S/β0-thalassemia)."
DOID:0081446,dimethylglycine dehydrogenase deficiency,"An amino acid metabolic disorder that is characterized by a fish-like odor, chronic fatigue, and increased level of the muscle form of creatine kinase in serum and that has_material_basis_in homozygous mutation in the DMGDH on chromosome 5q14."
DOID:0081447,cone-rod dystrophy 21,A cone-rod dystrophy that has_material_basis_in homozygous or compound heterozygous mutation in the DRAM2 gene on chromosome 1p13.
DOID:0081448,cone-rod dystrophy 22,"A cone-rod dystrophy that is characterized by loss of central vision due to cone photoreceptor degeneration, with onset of symptoms ranging from the first to fifth decades of life and that has_material_basis_in homozygous mutation in the TLCD3B gene on chromosome 16p11."
DOID:0081449,cone-rod dystrophy 24,"A cone-rod dystrophy that is characterized by night blindness, defective color vision, and reduced visual acuity and that has_material_basis_in heterozygous mutation in the UNC119 gene on chromosome 17q11."
DOID:0081450,hyperimmunoglobulinemia D periodic fever syndrome,A hyperimmunoglobulin syndrome that is characterized as periodic fever from early infancy accompanied by elevated serum C-reactive protein and that has_material_basis_in homozygous or compound heterozygous mutation in the gene encoding mevalonate kinase (MVK) on chromosome 12q24.
DOID:0081451,PFAPA syndrome,"An autoimmune disease that is characterized by recurrent febrile episodes associated with aphthous stomatitis, pharyngitis and cervical adenitis."
DOID:0081452,large B-cell lymphoma,A B-cell lymphoma that is characterized by large lymphoid cells of the B-cell lineage that by definition form sheets or clusters.
DOID:0081453,Dent disease 1,"A Dent disease that is characterized by manifestations of complex proximal tubule dysfunction with low-molecular-weight proteinuria, hypercalciuria, nephrolithiasis, nephrocalcinosis, and progressive renal failure and that has_material_basis_in mutation in the CLCN5 gene on chromosome Xp11. Extra-renal involvement is absent."
DOID:0081454,Dent disease 2,A Dent disease that is characterized by low molecular weight proteinuria and other features of Fanconi syndrome but typically do not include proximal renal tubular acidosis and that has_material_basis_in mutation in the OCRL gene on chromosome Xq26.
DOID:0081455,auto-brewery syndrome,"An acquired metabolic disease that is characterized by the endogenous production of ethanol produced through endogenous fermentation by fungi or bacteria in the gastrointestinal system, oral cavity, or urinary system and typically presents with the signs of alcohol intoxication."
DOID:0081456,bladder fermentation syndrome,An acquired metabolic disease that is characterized by ethanol fermentation in the bladder and the absence of alcoholic intoxication.
DOID:0081457,intrathyroid thymic carcinoma,A thyroid gland carcinoma composed of groups of carcinoma cells with thymic epithelial differentiation.
DOID:0081458,thyroid gland cribriform morular carcinoma,"A thyroid gland carcinoma that is characterized by the presence of cribriform, trabecular, follicular, papillary, and solid growth patterns and squamoid morulae formation."
DOID:0081459,thyroid gland mixed medullary and follicular cell-derived carcinoma,"A thyroid gland carcinoma containing a medullary carcinoma component that is immunohistochemically positive for calcitonin, and follicular cell-derived carcinoma component that is immunohistochemically positive for thyroglobulin."
DOID:0081460,thyroid gland mucinous carcinoma,A thyroid gland carcinoma that is characterized by the presence of clusters of malignant epithelial cells associated with abundant extracellular mucin deposition.
DOID:0081461,thyroid gland spindle epithelial tumor with thymus-like elements,A thyroid gland carcinoma that is characterized by a lobulated architectural pattern and the presence of a biphasic cellular population composed of spindle epithelial cells and glandular cells.
DOID:0110649,long QT syndrome 8,A long QT syndrome characterized by a prolonged QT interval and polymorphic ventricular tachycardia (torsades de pointes) that has_material_basis_in heterozygous mutation in the CACNA1C gene on chromosome 12p13.33.
